session_id,user_id,session_start,session_end,platform,country
s_4713,1760,2025-11-24 20:43:00,2025-11-24 20:59:00,desktop,US
s_3482,1312,2025-12-16 10:00:00,2025-12-16 10:09:00,desktop,GB
s_3545,1333,2025-11-08 22:36:00,2025-11-08 22:43:00,desktop,US
s_6536,2425,2025-12-13 22:02:00,2025-12-13 22:10:00,web,IN
s_2606,1005,2025-12-18 23:41:00,2025-12-18 23:46:00,web,US
s_3618,1361,2025-12-19 05:00:00,2025-12-19 05:16:00,web,DE
s_5240,1953,2025-12-01 06:57:00,2025-12-01 07:06:00,desktop,US
s_6746,2498,2025-12-14 02:00:00,2025-12-14 02:09:00,web,US
s_6023,2246,2025-12-06 14:30:00,2025-12-06 14:40:00,web,US
s_1316,511,2025-11-27 01:00:00,2025-11-27 01:13:00,desktop,BR
s_1594,625,2025-11-28 03:00:00,2025-11-28 03:18:00,web,BR
s_6200,2303,2025-12-17 08:26:00,2025-12-17 08:39:00,desktop,IN
s_3028,1152,2025-12-11 15:00:00,2025-12-11 15:05:00,desktop,DE
s_6959,2575,2025-11-30 02:32:00,2025-11-30 02:48:00,desktop,US
s_2909,1110,2025-12-13 13:57:00,2025-12-13 14:14:00,desktop,US
s_5222,1947,2025-12-10 22:24:00,2025-12-10 22:34:00,desktop,AU
s_7257,2694,2025-12-19 01:28:00,2025-12-19 01:35:00,desktop,IN
s_2234,859,2025-12-06 20:39:00,2025-12-06 20:45:00,web,IN
s_6796,2512,2025-12-16 15:00:00,2025-12-16 15:06:00,desktop,US
s_5793,2168,2025-11-03 01:00:00,2025-11-03 01:03:00,desktop,IN
s_3183,1208,2025-12-08 07:28:00,2025-12-08 07:33:00,desktop,JP
s_5885,2198,2025-12-13 18:00:00,2025-12-13 18:08:00,web,GB
s_3026,1152,2025-12-22 01:41:00,2025-12-22 01:53:00,desktop,DE
s_6958,2574,2025-11-20 20:18:00,2025-11-20 20:34:00,web,SG
s_74,29,2025-11-26 01:00:00,2025-11-26 01:16:00,desktop,IN
s_1406,545,2025-12-07 22:10:00,2025-12-07 22:17:00,web,SG
s_6476,2405,2025-12-02 10:00:00,2025-12-02 10:09:00,desktop,IN
s_3136,1191,2025-11-19 11:36:00,2025-11-19 11:43:00,desktop,IN
s_2577,992,2025-12-03 08:00:00,2025-12-03 08:08:00,web,AU
s_5881,2197,2025-11-26 23:14:00,2025-11-26 23:28:00,desktop,BR
s_1088,412,2025-12-22 10:00:00,2025-12-22 10:09:00,desktop,US
s_4833,1802,2025-12-05 12:00:00,2025-12-05 12:14:00,desktop,BR
s_1576,619,2025-12-09 04:00:00,2025-12-09 04:06:00,desktop,US
s_5522,2065,2025-11-01 05:26:00,2025-11-01 05:35:00,web,DE
s_8036,2978,2025-11-23 19:53:00,2025-11-23 19:57:00,desktop,IN
s_2573,991,2025-12-09 14:00:00,2025-12-09 14:28:00,web,CA
s_2489,955,2025-12-16 07:00:00,2025-12-16 07:16:00,web,IN
s_6293,2334,2025-12-01 05:00:00,2025-12-01 05:04:00,desktop,BR
s_2023,779,2025-12-03 10:00:00,2025-12-03 10:07:00,web,JP
s_32,12,2025-12-24 07:00:00,2025-12-24 07:09:00,desktop,BR
s_5592,2091,2025-12-09 03:20:00,2025-12-09 03:25:00,web,GB
s_5395,2011,2025-10-30 10:01:00,2025-10-30 10:10:00,web,DE
s_6335,2346,2025-11-30 04:00:00,2025-11-30 04:07:00,web,IN
s_169,65,2025-11-15 13:37:00,2025-11-15 13:57:00,desktop,US
s_7795,2886,2025-12-21 23:00:00,2025-12-21 23:06:00,web,JP
s_7198,2673,2025-12-03 09:00:00,2025-12-03 09:10:00,desktop,US
s_4669,1744,2025-12-14 06:28:00,2025-12-14 06:34:00,desktop,US
s_2686,1031,2025-12-09 17:38:00,2025-12-09 17:43:00,desktop,IN
s_4195,1559,2025-12-18 16:15:00,2025-12-18 16:41:00,web,IN
s_1996,768,2025-12-14 19:00:00,2025-12-14 19:05:00,desktop,AU
s_1143,436,2025-12-01 09:00:00,2025-12-01 09:03:00,web,US
s_6389,2367,2025-11-02 14:58:00,2025-11-02 15:06:00,web,US
s_6122,2279,2025-12-16 00:05:00,2025-12-16 00:16:00,web,IN
s_4636,1732,2025-11-27 21:00:00,2025-11-27 21:26:00,web,BR
s_3383,1278,2025-12-24 04:00:00,2025-12-24 04:08:00,desktop,US
s_2373,912,2025-11-22 15:44:00,2025-11-22 15:46:00,web,IN
s_7898,2923,2025-12-11 03:14:00,2025-12-11 03:19:00,web,SG
s_2150,829,2025-12-05 18:00:00,2025-12-05 18:09:00,web,IN
s_3873,1453,2025-12-14 15:00:00,2025-12-14 15:06:00,desktop,DE
s_27,10,2025-12-03 13:00:00,2025-12-03 13:13:00,desktop,US
s_1840,712,2025-12-05 10:02:00,2025-12-05 10:04:00,desktop,IN
s_1919,738,2025-12-19 17:19:00,2025-12-19 17:26:00,web,IN
s_2269,867,2025-11-22 12:01:00,2025-11-22 12:08:00,desktop,BR
s_7304,2710,2025-11-11 04:00:00,2025-11-11 04:13:00,desktop,BR
s_3348,1264,2025-11-18 15:00:00,2025-11-18 15:07:00,web,GB
s_7848,2903,2025-11-06 21:29:00,2025-11-06 21:41:00,web,US
s_7303,2710,2025-12-13 00:41:00,2025-12-13 00:57:00,desktop,BR
s_7245,2690,2025-12-12 03:35:00,2025-12-12 03:40:00,web,AU
s_501,189,2025-12-09 13:22:00,2025-12-09 13:36:00,web,SG
s_6379,2364,2025-12-22 16:32:00,2025-12-22 16:40:00,desktop,BR
s_438,168,2025-11-17 06:15:00,2025-11-17 06:21:00,desktop,IN
s_2265,865,2025-11-15 09:49:00,2025-11-15 09:58:00,desktop,IN
s_3146,1197,2025-12-24 12:00:00,2025-12-24 12:04:00,web,US
s_4920,1830,2025-12-20 04:49:00,2025-12-20 04:54:00,web,US
s_4099,1528,2025-11-10 18:03:00,2025-11-10 18:09:00,web,IN
s_2752,1053,2025-12-21 01:00:00,2025-12-21 01:05:00,web,US
s_6905,2553,2025-12-10 20:00:00,2025-12-10 20:04:00,web,US
s_7668,2837,2025-12-26 15:00:00,2025-12-26 15:26:00,desktop,IN
s_2587,996,2025-12-15 13:57:00,2025-12-15 14:01:00,web,CA
s_3782,1420,2025-12-19 11:00:00,2025-12-19 11:29:00,desktop,BR
s_5784,2163,2025-12-03 21:22:00,2025-12-03 21:29:00,web,CA
s_4234,1571,2025-12-14 07:18:00,2025-12-14 07:25:00,web,IN
s_2253,863,2025-12-24 09:05:00,2025-12-24 09:21:00,web,IN
s_6108,2271,2025-11-17 01:24:00,2025-11-17 01:32:00,web,GB
s_5611,2099,2025-12-09 17:00:00,2025-12-09 17:09:00,web,GB
s_4706,1757,2025-12-22 16:00:00,2025-12-22 16:05:00,web,GB
s_4055,1512,2025-12-04 10:00:00,2025-12-04 10:02:00,desktop,SG
s_7921,2933,2025-12-04 04:25:00,2025-12-04 04:37:00,web,DE
s_1666,648,2025-12-13 21:48:00,2025-12-13 21:54:00,web,AU
s_2216,854,2025-12-16 22:00:00,2025-12-16 22:06:00,web,AU
s_2837,1082,2025-11-20 19:06:00,2025-11-20 19:18:00,desktop,GB
s_535,202,2025-10-31 12:18:00,2025-10-31 12:25:00,web,IN
s_4774,1781,2025-10-30 03:00:00,2025-10-30 03:10:00,desktop,US
s_586,220,2025-12-14 01:00:00,2025-12-14 01:22:00,web,IN
s_7520,2784,2025-12-17 14:06:00,2025-12-17 14:17:00,desktop,IN
s_4609,1722,2025-11-02 05:00:00,2025-11-02 05:07:00,web,US
s_2442,934,2025-11-30 22:07:00,2025-11-30 22:09:00,desktop,DE
s_6743,2497,2025-12-14 08:41:00,2025-12-14 08:47:00,desktop,US
s_6610,2453,2025-12-21 02:30:00,2025-12-21 02:35:00,desktop,SG
s_6854,2533,2025-11-19 16:15:00,2025-11-19 16:17:00,desktop,DE
s_492,187,2025-12-10 18:00:00,2025-12-10 18:12:00,web,CA
s_6979,2582,2025-12-16 14:00:00,2025-12-16 14:23:00,web,US
s_3616,1360,2025-11-26 15:00:00,2025-11-26 15:04:00,web,SG
s_3143,1195,2025-12-14 04:22:00,2025-12-14 04:33:00,web,CA
s_7256,2694,2025-12-25 02:55:00,2025-12-25 03:10:00,desktop,IN
s_5376,2003,2025-12-19 01:00:00,2025-12-19 01:12:00,desktop,JP
s_2116,813,2025-12-01 16:45:00,2025-12-01 16:56:00,desktop,AU
s_853,322,2025-12-13 08:57:00,2025-12-13 09:03:00,desktop,SG
s_4225,1566,2025-11-15 15:00:00,2025-11-15 15:07:00,desktop,IN
s_5156,1922,2025-11-12 18:57:00,2025-11-12 19:12:00,web,SG
s_5187,1933,2025-11-23 21:00:00,2025-11-23 21:19:00,web,IN
s_4621,1726,2025-11-04 21:15:00,2025-11-04 21:21:00,desktop,JP
s_2095,807,2025-12-20 23:00:00,2025-12-20 23:17:00,desktop,DE
s_2575,992,2025-12-18 16:17:00,2025-12-18 16:27:00,web,AU
s_5373,2001,2025-12-22 16:46:00,2025-12-22 16:48:00,web,BR
s_398,152,2025-12-02 04:17:00,2025-12-02 04:29:00,desktop,BR
s_2670,1027,2025-12-14 15:00:00,2025-12-14 15:03:00,web,US
s_5013,1865,2025-12-24 11:00:00,2025-12-24 11:07:00,web,SG
s_402,154,2025-12-19 07:08:00,2025-12-19 07:22:00,web,US
s_7774,2876,2025-11-26 22:32:00,2025-11-26 22:47:00,web,AU
s_2032,782,2025-12-08 09:12:00,2025-12-08 09:23:00,web,US
s_4093,1527,2025-11-10 13:00:00,2025-11-10 13:05:00,web,BR
s_5563,2081,2025-11-22 15:46:00,2025-11-22 15:53:00,desktop,US
s_5699,2128,2025-12-10 23:21:00,2025-12-10 23:31:00,web,US
s_6184,2298,2025-11-13 07:06:00,2025-11-13 07:10:00,web,DE
s_7566,2802,2025-12-19 07:00:00,2025-12-19 07:09:00,web,IN
s_6965,2577,2025-12-23 10:00:00,2025-12-23 10:10:00,web,US
s_574,215,2025-12-17 07:48:00,2025-12-17 08:00:00,web,IN
s_6760,2503,2025-12-16 12:54:00,2025-12-16 13:08:00,desktop,BR
s_2652,1020,2025-11-05 05:03:00,2025-11-05 05:07:00,web,SG
s_2466,944,2025-12-11 06:00:00,2025-12-11 06:04:00,web,CA
s_2334,895,2025-12-23 08:52:00,2025-12-23 08:55:00,web,BR
s_536,203,2025-11-24 01:36:00,2025-11-24 01:52:00,web,US
s_2318,887,2025-12-05 21:15:00,2025-12-05 21:19:00,desktop,IN
s_3962,1486,2025-11-18 12:04:00,2025-11-18 12:15:00,web,AU
s_2472,947,2025-11-05 06:49:00,2025-11-05 06:53:00,desktop,SG
s_2949,1122,2025-12-23 00:00:00,2025-12-23 00:06:00,web,IN
s_1264,489,2025-12-23 06:00:00,2025-12-23 06:03:00,desktop,US
s_3471,1310,2025-12-11 08:00:00,2025-12-11 08:08:00,desktop,US
s_3393,1283,2025-11-24 17:00:00,2025-11-24 17:28:00,desktop,IN
s_474,182,2025-11-26 01:11:00,2025-11-26 01:33:00,web,JP
s_5618,2101,2025-12-18 23:53:00,2025-12-19 00:05:00,web,SG
s_3857,1448,2025-12-11 14:00:00,2025-12-11 14:16:00,desktop,US
s_882,332,2025-12-11 00:58:00,2025-12-11 01:09:00,web,JP
s_3107,1179,2025-12-10 00:00:00,2025-12-10 00:10:00,desktop,US
s_3144,1195,2025-11-08 11:00:00,2025-11-08 11:29:00,web,CA
s_2771,1060,2025-11-27 23:00:00,2025-11-27 23:04:00,web,IN
s_4527,1692,2025-12-02 04:06:00,2025-12-02 04:13:00,desktop,US
s_470,180,2025-12-11 15:14:00,2025-12-11 15:22:00,web,US
s_1841,712,2025-11-30 02:11:00,2025-11-30 02:24:00,desktop,IN
s_5398,2014,2025-12-01 02:37:00,2025-12-01 02:41:00,desktop,BR
s_248,99,2025-11-18 12:12:00,2025-11-18 12:18:00,web,CA
s_5672,2120,2025-12-17 06:00:00,2025-12-17 06:05:00,desktop,US
s_6102,2266,2025-11-27 11:00:00,2025-11-27 11:06:00,web,IN
s_866,326,2025-12-05 03:00:00,2025-12-05 03:16:00,desktop,BR
s_762,290,2025-12-02 11:11:00,2025-12-02 11:13:00,web,SG
s_6863,2538,2025-12-08 22:30:00,2025-12-08 22:41:00,desktop,IN
s_7416,2750,2025-12-09 18:22:00,2025-12-09 18:30:00,desktop,GB
s_7105,2638,2025-12-12 00:23:00,2025-12-12 00:27:00,web,DE
s_5002,1861,2025-12-07 04:00:00,2025-12-07 04:07:00,web,CA
s_5520,2064,2025-12-17 01:08:00,2025-12-17 01:18:00,web,IN
s_426,163,2025-11-28 13:00:00,2025-11-28 13:20:00,web,US
s_1895,731,2025-11-19 12:42:00,2025-11-19 12:47:00,desktop,US
s_5461,2043,2025-12-01 16:40:00,2025-12-01 16:58:00,desktop,GB
s_1692,658,2025-11-23 18:29:00,2025-11-23 18:37:00,desktop,US
s_229,91,2025-11-03 13:00:00,2025-11-03 13:04:00,web,JP
s_2590,998,2025-11-24 12:53:00,2025-11-24 13:10:00,desktop,BR
s_1298,504,2025-12-10 19:00:00,2025-12-10 19:19:00,web,IN
s_694,261,2025-11-28 04:38:00,2025-11-28 04:46:00,web,JP
s_1042,393,2025-12-10 00:06:00,2025-12-10 00:21:00,web,GB
s_6590,2447,2025-11-16 23:48:00,2025-11-17 00:10:00,web,AU
s_7856,2906,2025-12-07 15:08:00,2025-12-07 15:22:00,web,US
s_7461,2763,2025-11-28 07:00:00,2025-11-28 07:10:00,desktop,SG
s_6343,2348,2025-12-13 01:53:00,2025-12-13 02:04:00,web,BR
s_6136,2284,2025-11-02 00:46:00,2025-11-02 00:54:00,desktop,SG
s_3502,1318,2025-12-04 08:00:00,2025-12-04 08:04:00,desktop,US
s_6130,2282,2025-11-15 08:35:00,2025-11-15 08:41:00,desktop,IN
s_6522,2421,2025-12-21 00:25:00,2025-12-21 00:43:00,desktop,DE
s_1129,429,2025-11-12 07:00:00,2025-11-12 07:11:00,web,BR
s_5558,2078,2025-11-17 21:00:00,2025-11-17 21:23:00,desktop,US
s_5100,1903,2025-12-06 06:00:00,2025-12-06 06:11:00,desktop,US
s_6544,2428,2025-12-23 04:00:00,2025-12-23 04:03:00,desktop,US
s_59,23,2025-11-22 22:41:00,2025-11-22 22:52:00,web,US
s_7714,2855,2025-12-02 03:34:00,2025-12-02 03:50:00,desktop,BR
s_2352,905,2025-12-08 04:27:00,2025-12-08 04:34:00,web,US
s_7291,2705,2025-12-08 08:00:00,2025-12-08 08:05:00,desktop,SG
s_4506,1682,2025-12-23 13:00:00,2025-12-23 13:11:00,web,CA
s_3474,1311,2025-11-04 07:49:00,2025-11-04 08:10:00,desktop,US
s_97,35,2025-12-24 07:00:00,2025-12-24 07:09:00,desktop,IN
s_6259,2322,2025-12-15 16:05:00,2025-12-15 16:10:00,desktop,IN
s_961,366,2025-11-30 19:17:00,2025-11-30 19:23:00,web,IN
s_3152,1199,2025-12-06 03:00:00,2025-12-06 03:07:00,desktop,IN
s_3115,1183,2025-11-28 18:00:00,2025-11-28 18:05:00,desktop,SG
s_878,330,2025-11-07 05:00:00,2025-11-07 05:06:00,desktop,GB
s_3261,1233,2025-11-09 16:00:00,2025-11-09 16:12:00,web,IN
s_157,59,2025-11-05 02:12:00,2025-11-05 02:14:00,web,IN
s_2139,824,2025-11-16 11:00:00,2025-11-16 11:11:00,desktop,US
s_3280,1238,2025-11-18 13:00:00,2025-11-18 13:09:00,web,DE
s_612,231,2025-12-09 10:00:00,2025-12-09 10:05:00,desktop,IN
s_5358,1996,2025-12-08 15:55:00,2025-12-08 16:02:00,web,SG
s_6138,2285,2025-11-05 21:30:00,2025-11-05 21:37:00,web,US
s_1189,454,2025-12-18 02:00:00,2025-12-18 02:12:00,web,GB
s_4289,1594,2025-11-30 19:59:00,2025-11-30 20:17:00,web,US
s_448,171,2025-11-30 19:00:00,2025-11-30 19:09:00,desktop,IN
s_2517,965,2025-11-16 05:25:00,2025-11-16 05:31:00,web,US
s_1408,547,2025-11-08 05:10:00,2025-11-08 05:28:00,desktop,GB
s_3124,1187,2025-12-01 04:05:00,2025-12-01 04:08:00,web,US
s_593,221,2025-12-02 07:21:00,2025-12-02 07:34:00,desktop,JP
s_3756,1414,2025-11-20 06:32:00,2025-11-20 06:39:00,web,IN
s_1821,704,2025-11-09 22:25:00,2025-11-09 22:42:00,web,US
s_7265,2696,2025-11-22 11:00:00,2025-11-22 11:09:00,web,JP
s_4443,1662,2025-12-18 06:22:00,2025-12-18 06:30:00,web,US
s_3536,1332,2025-12-02 19:00:00,2025-12-02 19:09:00,web,BR
s_5485,2055,2025-12-13 18:00:00,2025-12-13 18:06:00,desktop,IN
s_848,319,2025-12-10 20:11:00,2025-12-10 20:14:00,web,SG
s_5139,1917,2025-12-16 05:00:00,2025-12-16 05:12:00,web,IN
s_625,235,2025-11-29 08:09:00,2025-11-29 08:19:00,web,SG
s_5552,2076,2025-12-15 03:00:00,2025-12-15 03:07:00,web,BR
s_3444,1302,2025-12-20 21:00:00,2025-12-20 21:10:00,desktop,IN
s_1702,661,2025-11-13 13:00:00,2025-11-13 13:11:00,web,US
s_4002,1497,2025-11-27 00:26:00,2025-11-27 00:32:00,web,AU
s_3850,1446,2025-12-23 16:51:00,2025-12-23 17:02:00,desktop,US
s_757,287,2025-11-19 00:00:00,2025-11-19 00:15:00,web,IN
s_1730,672,2025-12-16 15:00:00,2025-12-16 15:30:00,desktop,US
s_7182,2669,2025-12-04 16:00:00,2025-12-04 16:08:00,desktop,IN
s_3690,1392,2025-11-28 00:35:00,2025-11-28 00:37:00,desktop,IN
s_3847,1445,2025-12-14 11:00:00,2025-12-14 11:08:00,desktop,AU
s_6048,2251,2025-11-22 13:53:00,2025-11-22 13:57:00,web,IN
s_2274,869,2025-12-14 14:00:00,2025-12-14 14:06:00,web,CA
s_7565,2802,2025-12-18 18:00:00,2025-12-18 18:12:00,web,IN
s_6097,2265,2025-12-20 08:56:00,2025-12-20 09:03:00,web,US
s_4588,1714,2025-12-25 18:42:00,2025-12-25 18:58:00,desktop,IN
s_5774,2159,2025-11-17 16:00:00,2025-11-17 16:03:00,desktop,US
s_7305,2710,2025-11-10 03:00:00,2025-11-10 03:20:00,desktop,BR
s_2088,806,2025-12-14 06:25:00,2025-12-14 06:39:00,web,IN
s_765,291,2025-12-17 04:45:00,2025-12-17 05:03:00,web,IN
s_4954,1845,2025-12-20 12:00:00,2025-12-20 12:12:00,desktop,BR
s_4731,1765,2025-11-19 01:00:00,2025-11-19 01:04:00,web,GB
s_2250,863,2025-12-06 23:35:00,2025-12-06 23:45:00,web,IN
s_3650,1377,2025-12-11 00:05:00,2025-12-11 00:11:00,web,IN
s_1721,668,2025-11-15 18:14:00,2025-11-15 18:26:00,web,SG
s_1260,487,2025-12-22 13:51:00,2025-12-22 13:59:00,web,IN
s_5509,2062,2025-12-08 08:44:00,2025-12-08 08:59:00,desktop,CA
s_5860,2189,2025-12-08 06:00:00,2025-12-08 06:08:00,web,IN
s_1025,387,2025-12-17 13:10:00,2025-12-17 13:18:00,web,JP
s_2723,1044,2025-11-28 06:00:00,2025-11-28 06:08:00,web,BR
s_753,285,2025-11-25 23:00:00,2025-11-25 23:06:00,web,IN
s_7145,2656,2025-12-22 23:38:00,2025-12-22 23:46:00,desktop,BR
s_4123,1535,2025-11-17 14:00:00,2025-11-17 14:07:00,desktop,CA
s_352,134,2025-11-21 11:17:00,2025-11-21 11:31:00,desktop,CA
s_6786,2510,2025-12-16 19:00:00,2025-12-16 19:03:00,web,US
s_3079,1169,2025-12-15 15:59:00,2025-12-15 16:06:00,desktop,US
s_4602,1719,2025-12-25 01:00:00,2025-12-25 01:10:00,web,US
s_5929,2214,2025-12-24 15:00:00,2025-12-24 15:10:00,web,BR
s_1340,522,2025-11-14 02:00:00,2025-11-14 02:06:00,desktop,DE
s_7269,2697,2025-11-30 13:00:00,2025-11-30 13:07:00,web,US
s_3149,1198,2025-12-22 19:00:00,2025-12-22 19:16:00,desktop,IN
s_562,210,2025-11-21 13:27:00,2025-11-21 13:33:00,web,BR
s_1812,701,2025-11-30 01:35:00,2025-11-30 01:43:00,web,US
s_4327,1613,2025-12-21 15:38:00,2025-12-21 16:14:00,web,DE
s_4169,1550,2025-11-28 21:00:00,2025-11-28 21:07:00,desktop,IN
s_4332,1617,2025-12-25 01:00:00,2025-12-25 01:09:00,desktop,SG
s_1559,612,2025-12-08 06:00:00,2025-12-08 06:04:00,web,BR
s_2665,1024,2025-12-23 12:00:00,2025-12-23 12:02:00,web,US
s_1048,396,2025-12-23 21:03:00,2025-12-23 21:19:00,web,IN
s_3685,1390,2025-12-25 06:03:00,2025-12-25 06:21:00,web,SG
s_4507,1683,2025-11-29 06:00:00,2025-11-29 06:06:00,desktop,IN
s_415,158,2025-12-22 07:34:00,2025-12-22 07:50:00,desktop,US
s_6963,2577,2025-12-23 05:53:00,2025-12-23 05:59:00,web,US
s_3066,1164,2025-12-05 23:00:00,2025-12-05 23:06:00,desktop,JP
s_5120,1911,2025-12-21 00:33:00,2025-12-21 00:40:00,desktop,IN
s_2089,806,2025-12-04 22:00:00,2025-12-04 22:11:00,web,IN
s_4900,1822,2025-11-03 01:00:00,2025-11-03 01:10:00,desktop,US
s_5082,1895,2025-12-05 12:59:00,2025-12-05 13:07:00,web,IN
s_5502,2058,2025-11-17 11:00:00,2025-11-17 11:02:00,web,DE
s_4583,1712,2025-12-02 05:05:00,2025-12-02 05:13:00,desktop,US
s_3434,1297,2025-11-03 21:00:00,2025-11-03 21:04:00,desktop,GB
s_1784,693,2025-11-21 12:00:00,2025-11-21 12:03:00,desktop,IN
s_6940,2566,2025-11-20 13:38:00,2025-11-20 13:45:00,web,GB
s_6148,2287,2025-12-24 04:11:00,2025-12-24 04:18:00,desktop,AU
s_3077,1169,2025-12-17 04:58:00,2025-12-17 05:02:00,desktop,US
s_2777,1061,2025-12-14 17:00:00,2025-12-14 17:07:00,web,IN
s_843,319,2025-11-12 02:16:00,2025-11-12 02:22:00,web,SG
s_1147,438,2025-12-11 21:00:00,2025-12-11 21:03:00,web,IN
s_2869,1092,2025-12-01 00:29:00,2025-12-01 00:38:00,web,IN
s_1808,700,2025-11-25 06:20:00,2025-11-25 06:26:00,web,US
s_7829,2896,2025-12-15 22:00:00,2025-12-15 22:41:00,web,US
s_1254,482,2025-12-13 14:23:00,2025-12-13 14:30:00,web,US
s_3705,1396,2025-12-11 06:00:00,2025-12-11 06:07:00,web,IN
s_7359,2727,2025-11-09 15:52:00,2025-11-09 15:55:00,desktop,US
s_4856,1811,2025-12-01 10:00:00,2025-12-01 10:13:00,web,SG
s_7298,2708,2025-12-23 17:06:00,2025-12-23 17:11:00,web,IN
s_5417,2022,2025-12-05 08:16:00,2025-12-05 08:33:00,web,IN
s_7116,2643,2025-12-08 07:00:00,2025-12-08 07:07:00,desktop,CA
s_379,146,2025-11-20 22:35:00,2025-11-20 22:44:00,web,JP
s_3072,1166,2025-12-10 05:00:00,2025-12-10 05:09:00,desktop,CA
s_5463,2044,2025-11-04 01:36:00,2025-11-04 01:59:00,web,CA
s_1336,519,2025-12-26 11:00:00,2025-12-26 11:11:00,web,BR
s_1224,469,2025-12-08 09:03:00,2025-12-08 09:12:00,web,DE
s_6653,2469,2025-11-22 12:31:00,2025-11-22 12:37:00,desktop,DE
s_3615,1359,2025-11-08 13:00:00,2025-11-08 13:10:00,desktop,JP
s_4809,1794,2025-11-30 07:00:00,2025-11-30 07:10:00,desktop,CA
s_5661,2117,2025-11-22 16:17:00,2025-11-22 16:21:00,web,SG
s_2070,800,2025-12-20 11:00:00,2025-12-20 11:25:00,web,IN
s_1431,557,2025-11-10 14:38:00,2025-11-10 14:47:00,desktop,DE
s_3012,1146,2025-12-22 09:36:00,2025-12-22 09:58:00,desktop,IN
s_7712,2854,2025-12-19 19:00:00,2025-12-19 19:03:00,web,SG
s_6062,2256,2025-12-23 02:06:00,2025-12-23 02:12:00,web,SG
s_6500,2413,2025-12-20 22:27:00,2025-12-20 22:34:00,desktop,US
s_3839,1440,2025-12-01 18:00:00,2025-12-01 18:18:00,web,IN
s_7835,2899,2025-11-15 18:00:00,2025-11-15 18:07:00,desktop,US
s_5455,2040,2025-12-12 05:15:00,2025-12-12 05:22:00,web,SG
s_6876,2542,2025-12-20 15:14:00,2025-12-20 15:22:00,desktop,DE
s_3758,1414,2025-10-31 17:18:00,2025-10-31 17:29:00,web,IN
s_7064,2624,2025-12-19 00:00:00,2025-12-19 00:04:00,desktop,US
s_3544,1332,2025-12-04 08:00:00,2025-12-04 08:16:00,web,BR
s_6460,2398,2025-12-25 07:41:00,2025-12-25 07:52:00,web,US
s_4113,1532,2025-11-27 18:00:00,2025-11-27 18:02:00,desktop,BR
s_2581,993,2025-11-27 06:52:00,2025-11-27 07:06:00,web,JP
s_2273,869,2025-12-14 06:00:00,2025-12-14 06:03:00,web,CA
s_6603,2451,2025-11-20 03:11:00,2025-11-20 03:24:00,desktop,AU
s_7020,2601,2025-12-09 00:01:00,2025-12-09 00:06:00,web,SG
s_1176,448,2025-12-06 23:19:00,2025-12-06 23:41:00,web,SG
s_6946,2568,2025-11-26 07:38:00,2025-11-26 07:48:00,desktop,GB
s_1929,740,2025-11-22 06:19:00,2025-11-22 06:25:00,web,IN
s_2264,865,2025-11-14 17:43:00,2025-11-14 17:50:00,desktop,IN
s_1536,602,2025-12-08 11:47:00,2025-12-08 12:01:00,web,SG
s_3669,1385,2025-11-29 06:00:00,2025-11-29 06:02:00,web,US
s_4523,1690,2025-12-07 01:00:00,2025-12-07 01:11:00,desktop,SG
s_6256,2321,2025-12-18 10:00:00,2025-12-18 10:15:00,web,SG
s_548,206,2025-11-20 10:38:00,2025-11-20 10:40:00,desktop,US
s_5264,1962,2025-12-10 18:18:00,2025-12-10 18:25:00,desktop,BR
s_4792,1788,2025-11-27 06:00:00,2025-11-27 06:04:00,desktop,IN
s_3804,1430,2025-12-13 22:00:00,2025-12-13 22:06:00,web,BR
s_7392,2742,2025-11-14 10:34:00,2025-11-14 10:38:00,web,US
s_173,66,2025-11-22 11:00:00,2025-11-22 11:11:00,desktop,IN
s_6348,2350,2025-11-22 07:58:00,2025-11-22 08:05:00,desktop,SG
s_3709,1397,2025-11-16 23:54:00,2025-11-16 23:59:00,desktop,IN
s_1672,651,2025-12-17 12:08:00,2025-12-17 12:17:00,desktop,AU
s_5072,1889,2025-12-04 12:00:00,2025-12-04 12:12:00,web,AU
s_3323,1254,2025-12-18 19:51:00,2025-12-18 20:02:00,web,BR
s_2927,1116,2025-11-24 16:15:00,2025-11-24 16:24:00,desktop,US
s_7440,2756,2025-11-21 19:24:00,2025-11-21 19:31:00,web,US
s_8088,2999,2025-11-12 08:19:00,2025-11-12 08:28:00,web,IN
s_2878,1095,2025-12-02 18:53:00,2025-12-02 19:05:00,web,US
s_3376,1276,2025-12-02 07:20:00,2025-12-02 07:34:00,desktop,SG
s_6624,2458,2025-12-05 12:59:00,2025-12-05 13:06:00,web,US
s_4315,1607,2025-12-23 08:22:00,2025-12-23 08:29:00,desktop,AU
s_6853,2532,2025-12-10 18:00:00,2025-12-10 18:07:00,web,IN
s_5073,1890,2025-12-26 06:00:00,2025-12-26 06:07:00,web,IN
s_1039,393,2025-11-19 03:17:00,2025-11-19 03:33:00,web,GB
s_324,126,2025-11-17 16:00:00,2025-11-17 16:27:00,web,SG
s_4623,1728,2025-12-25 22:00:00,2025-12-25 22:14:00,web,US
s_7524,2785,2025-12-13 03:00:00,2025-12-13 03:07:00,desktop,US
s_2224,856,2025-11-06 17:00:00,2025-11-06 17:07:00,web,US
s_1776,690,2025-11-23 05:41:00,2025-11-23 05:46:00,desktop,SG
